"sim17_repl1_input","sim17_repl1_high","sim17_repl1_med","sim17_repl1_low","sim17_repl2_input","sim17_repl2_high","sim17_repl2_med","sim17_repl2_low"
18,16,12,40,4,5,3,1
47,44,38,29,24,32,47,3
43,51,38,24,7,4,5,0
2,5,2,1,2,7,8,0
8,10,3,2,2,3,5,1
1,0,0,1,0,0,0,0
11,10,7,12,0,0,0,0
20,10,5,17,11,9,7,11
1,1,0,0,2,0,7,11
0,0,1,0,62,67,42,20
10,2,3,2,0,0,0,0
49,59,47,4,12,6,11,28
13,15,10,6,0,1,1,0
2,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
1,2,1,0,0,2,0,1
3,0,1,1,1,3,5,3
3,10,6,7,0,0,0,0
19,19,21,25,37,40,32,47
87,89,112,117,0,0,1,2
0,0,0,0,19,13,15,6
12,18,8,36,6,1,4,1
21,25,17,11,4,3,5,0
5,4,6,6,24,27,26,51
15,7,8,3,1,4,0,1
0,0,0,0,29,35,37,13
15,14,17,10,1,2,1,0
8,10,9,11,225,202,229,106
0,0,0,0,109,103,89,95
3,5,3,1,7,7,6,6
20,15,36,14,0,2,0,0
22,18,19,9,0,0,0,0
0,2,0,4,1,0,1,1
29,20,21,48,10,7,2,2
28,32,22,0,0,1,1,1
20,7,14,8,36,61,45,54
25,15,14,3,15,15,28,10
3,2,5,3,2,2,1,1
0,3,0,2,7,14,5,4
14,7,5,4,0,1,2,0
0,0,0,0,23,20,8,12
23,18,38,9,7,10,9,2
5,6,9,2,20,16,27,11
2,1,1,0,6,8,5,2
12,15,21,7,24,19,18,12
41,32,22,36,23,20,34,27
4,8,5,2,50,50,44,49
9,17,12,8,13,6,9,5
6,4,2,6,14,10,15,11
7,11,6,11,12,15,15,0
2,3,2,0,9,7,5,2
0,3,2,2,27,31,12,8
0,0,0,0,5,7,6,8
25,24,18,23,1,8,5,0
49,40,37,48,2,7,1,3
21,33,17,62,70,62,56,9
5,10,8,5,0,1,0,1
10,6,8,6,12,11,7,12
1,1,2,0,1,3,0,2
1,3,2,4,0,0,0,0
0,0,0,0,14,25,20,2
20,18,16,4,0,0,0,0
6,1,9,0,2,1,2,0
18,17,20,8,30,29,47,66
0,0,1,0,76,66,83,8
0,0,1,0,1,0,0,0
0,1,1,3,0,0,0,0
6,9,6,22,0,2,3,0
0,0,0,0,18,15,16,10
3,2,0,5,4,1,2,0
4,10,3,4,2,3,0,0
0,0,0,0,62,79,79,45
13,17,15,6,0,0,0,0
5,6,4,0,0,0,0,1
0,0,0,0,21,36,25,40
11,12,5,6,8,3,6,3
60,57,66,125,26,25,19,39
5,8,6,5,10,7,1,3
3,1,2,2,7,5,3,6
2,1,1,0,7,9,5,5
0,0,0,0,44,44,30,26
0,0,0,0,1,0,2,0
1,3,5,8,28,46,43,22
3,3,2,5,13,12,15,16
18,11,14,22,0,0,0,0
5,5,2,4,0,0,0,0
25,34,25,8,26,29,30,12
23,23,33,77,13,12,12,25
37,28,19,39,10,14,11,43
0,0,1,0,2,6,5,0
87,80,59,4,0,0,1,0
40,38,38,54,2,1,2,0
4,2,1,8,64,51,68,121
23,19,18,16,5,1,4,4
71,73,67,64,34,47,41,5
46,55,46,52,6,14,9,9
2,2,4,1,28,19,18,49
12,7,12,8,1,0,0,0
1,1,1,3,12,5,14,18
30,22,19,9,3,0,5,0
10,5,8,1,1,3,1,0
15,16,9,6,19,6,20,24
3,1,10,7,0,3,4,2
7,2,11,1,23,40,32,23
1,3,1,1,1,1,3,2
52,56,47,177,12,8,5,4
3,3,2,6,32,35,38,85
25,22,24,21,28,24,23,34
0,1,1,1,40,36,35,50
5,6,4,13,1,0,4,0
1,1,0,0,2,2,3,0
0,0,0,0,54,55,42,22
0,0,0,0,30,41,38,40
10,12,7,2,25,12,25,27
6,7,7,10,4,5,1,8
22,31,24,13,1,5,3,14
5,6,14,13,35,34,23,49
18,21,23,16,1,0,0,0
37,44,34,18,17,7,18,3
10,5,15,3,20,17,19,13
7,4,5,10,18,17,22,32
25,29,18,31,82,63,64,34
18,18,21,16,9,14,16,5
3,2,3,1,32,24,37,45
23,24,14,7,0,0,0,2
37,46,31,14,20,15,14,6
39,56,53,54,6,15,7,23
4,1,9,6,54,57,66,51
20,19,25,36,6,3,3,3
3,1,3,0,12,7,10,9
128,140,120,21,0,0,0,0
12,5,7,0,0,0,0,0
2,0,5,0,14,12,17,8
0,0,0,0,47,50,48,21
0,0,0,0,5,6,5,4
5,3,4,2,1,1,3,0
3,0,3,1,92,84,74,69
3,6,4,0,70,78,68,283
52,51,57,32,31,41,20,1
10,1,1,3,9,12,10,3
12,10,15,6,1,0,0,0
7,7,2,1,8,7,9,5
1,1,0,1,23,17,30,35
50,28,33,28,0,1,0,2
2,8,4,21,9,5,7,0
0,0,2,0,46,42,27,4
0,0,0,0,0,2,0,2
0,0,0,1,7,7,7,2
20,12,12,12,16,20,11,3
4,4,11,5,45,27,43,18
0,0,0,0,14,13,9,6
5,6,4,1,14,21,17,23
53,47,55,115,2,0,0,2
16,18,19,1,22,9,14,15
9,7,8,4,43,67,67,8
0,0,2,1,3,1,2,4
2,2,5,1,0,1,2,3
14,18,20,33,94,104,62,49
0,0,0,0,0,0,0,0
9,4,11,2,3,2,1,0
0,0,0,0,1,1,0,1
22,35,22,81,0,0,0,1
7,5,7,7,3,2,4,0
15,23,23,2,0,0,0,0
3,5,4,11,3,1,3,0
66,60,67,48,30,22,29,4
1,2,2,6,11,2,28,14
17,28,24,12,9,10,6,5
9,11,12,69,22,13,19,87
76,80,64,103,7,7,9,9
15,17,13,4,48,55,63,0
12,10,13,15,7,4,6,16
9,3,7,5,7,1,3,3
0,0,0,0,26,17,22,13
15,8,4,19,4,6,4,2
19,18,11,25,16,10,18,10
5,2,10,2,2,0,3,0
64,53,65,84,30,34,28,16
12,8,10,11,42,58,27,17
29,22,26,23,19,21,28,30
0,0,0,0,21,25,21,21
12,9,10,7,3,4,5,2
11,11,12,9,18,11,8,5
0,0,0,0,12,11,9,6
0,0,1,1,3,9,4,7
47,34,60,28,9,11,6,5
0,0,0,0,2,3,1,6
2,0,0,1,0,0,2,2
41,22,35,38,0,0,0,0
4,7,6,2,6,3,9,0
5,6,7,4,13,14,9,12
10,8,16,21,6,6,10,8
38,48,25,31,3,2,4,0
0,0,0,2,0,0,0,0
7,14,8,13,2,2,3,1
0,0,1,2,0,0,0,0
25,20,22,37,5,3,1,9
29,27,35,5,0,0,0,0
4,6,6,16,0,0,0,0
5,6,7,4,0,4,2,0
0,0,0,0,6,11,11,0
25,19,22,35,9,7,8,7
0,0,0,0,0,0,1,0
7,13,12,2,8,9,12,17
0,0,0,0,3,3,5,5
57,40,60,31,33,54,34,7
25,22,28,9,12,10,8,6
4,3,0,1,3,2,1,3
18,41,26,7,0,0,0,0
26,29,28,26,4,8,10,13
24,23,22,52,9,7,9,9
5,3,11,3,27,36,21,13
0,0,0,0,0,0,0,0
2,9,8,15,0,0,0,0
8,11,10,6,0,2,4,1
28,32,25,8,11,15,10,19
8,4,6,2,0,0,0,0
5,10,3,8,15,18,9,2
0,0,0,0,19,26,20,17
14,5,11,0,9,7,9,2
0,0,0,0,18,21,15,3
69,60,35,16,0,0,0,0
9,6,4,9,0,0,0,1
0,3,3,1,9,4,11,4
1,1,0,0,6,4,4,1
7,7,13,0,0,0,0,1
1,4,4,7,0,0,0,0
0,0,0,0,5,5,4,4
36,40,27,7,25,47,35,18
3,13,8,3,48,46,50,55
0,0,0,1,2,2,1,0
0,0,0,0,9,4,13,2
4,3,2,2,40,27,42,100
24,19,28,151,0,0,0,0
11,11,9,6,0,0,0,0
11,12,13,12,19,14,20,4
3,10,3,5,46,52,45,83
29,34,31,19,3,1,7,1
0,0,0,0,3,3,4,2
0,0,0,0,18,12,12,3
4,2,4,3,0,3,2,0
4,4,6,5,0,0,0,0
47,42,47,5,0,0,0,0
2,5,5,5,15,11,11,2
1,1,1,1,33,39,19,3
0,0,0,0,20,30,16,0
1,2,0,0,19,16,19,57
17,26,30,12,1,2,5,17
41,45,52,17,1,0,0,1
0,0,0,0,0,1,0,1
28,54,32,48,20,18,13,3
0,0,0,0,22,15,21,19
21,14,17,10,5,6,6,0
7,7,10,5,13,9,10,6
0,0,0,0,4,3,3,3
12,6,7,14,26,26,15,32
9,10,7,4,7,2,6,3
15,11,16,7,11,8,10,1
38,37,44,46,13,11,21,17
27,18,18,22,6,17,19,25
61,55,59,24,1,3,3,1
4,5,2,0,13,5,6,5
9,10,9,6,11,9,7,18
8,9,6,11,12,10,7,13
10,4,5,0,12,17,11,4
12,21,13,28,6,17,11,8
2,0,5,2,2,3,3,2
1,1,5,1,2,6,11,4
5,4,5,2,2,0,1,3
3,3,5,8,42,39,49,30
126,94,119,44,0,5,5,1
0,0,0,0,13,7,11,1
17,12,12,12,2,2,0,4
5,1,5,6,19,23,9,2
0,0,0,0,32,29,39,8
5,9,9,5,88,81,96,99
12,9,13,4,24,24,20,3
0,3,3,1,12,6,2,12
2,5,2,4,2,1,1,0
7,11,7,9,18,23,10,28
39,41,29,16,9,10,7,10
5,5,2,3,13,8,9,34
12,17,16,77,9,7,7,5
1,0,1,1,26,31,27,27
0,0,0,0,32,29,38,27
0,0,0,0,4,1,3,5
11,5,12,4,1,0,0,2
40,46,31,41,27,20,21,19
15,3,10,8,23,31,33,25
3,1,4,9,10,5,8,18
0,0,1,0,1,1,1,0
98,89,107,39,1,1,1,1
14,25,12,12,6,4,4,5
0,1,2,1,0,0,0,0
0,0,0,0,17,21,15,34
6,8,5,3,20,13,11,51
4,13,7,3,22,22,19,32
20,26,18,22,16,14,17,8
3,4,1,1,3,2,3,1
0,0,0,0,0,0,1,1
5,5,11,9,12,10,14,18
16,13,21,13,0,3,1,1
13,20,13,36,0,0,0,0
15,11,13,6,7,4,5,5
48,34,30,44,0,4,0,0
140,158,158,71,0,0,0,0
19,35,40,20,12,15,11,7
8,12,13,2,54,55,70,152
9,7,8,4,29,30,33,45
0,0,0,0,27,54,65,17
50,38,46,52,0,0,0,0
0,0,0,0,42,43,48,16
50,42,58,47,3,4,3,6
0,2,2,0,0,0,0,0
6,9,8,4,9,12,16,4
7,7,9,6,0,0,0,0
9,2,4,11,15,11,18,31
66,72,71,20,6,10,5,54
0,0,0,0,43,34,35,30
0,2,0,3,29,25,24,30
1,0,1,2,30,27,20,36
1,1,2,3,2,0,1,1
2,2,2,3,28,38,20,4
33,35,33,28,2,3,4,2
8,11,15,4,9,10,5,15
0,0,0,0,62,70,55,36
7,8,10,21,11,6,8,5
26,28,24,33,38,37,37,43
32,40,36,22,25,11,20,20
18,10,10,26,1,4,3,1
3,4,5,1,10,11,11,8
0,0,1,0,6,3,7,3
68,67,64,201,6,17,13,26
0,0,0,0,17,13,14,4
2,1,2,2,21,23,24,50
1,2,5,0,0,0,0,0
2,1,2,0,1,2,1,1
66,77,62,106,6,10,4,5
0,0,0,0,14,14,13,16
6,12,19,22,15,10,15,11
29,27,28,22,3,0,0,0
26,27,34,16,56,53,63,14
40,46,42,7,54,64,70,141
7,10,7,2,12,22,16,14
1,2,1,2,3,7,4,9
3,0,1,0,21,20,17,65
33,41,31,31,43,45,39,26
18,21,20,16,71,51,70,101
0,0,0,0,30,20,21,20
32,31,34,44,6,6,11,5
23,16,24,3,0,0,0,0
1,3,4,1,5,6,2,3
10,15,13,10,24,30,28,46
34,42,51,28,45,53,39,62
31,22,23,48,49,63,56,49
5,1,2,2,20,24,19,52
12,13,8,15,4,3,5,9
8,10,8,6,4,8,9,1
7,12,13,4,9,19,11,19
5,5,7,12,3,8,1,4
32,23,17,15,0,0,0,0
17,9,9,17,7,16,14,10
0,0,0,0,10,12,7,6
0,0,0,0,9,13,12,3
27,27,14,2,45,53,43,38
27,30,32,9,72,50,62,60
0,0,0,0,27,38,42,70
3,4,2,5,3,3,2,1
10,9,12,32,5,1,1,0
6,6,9,1,0,0,0,0
3,8,8,1,9,11,13,3
0,0,0,0,0,0,0,0
2,0,0,0,21,12,24,116
42,31,36,28,6,6,7,5
18,10,18,23,15,10,7,8
0,0,0,0,11,11,17,27
2,3,3,2,17,23,20,22
2,6,3,1,0,1,1,1
0,0,0,0,9,17,6,11
0,0,0,0,15,11,16,15
1,2,6,3,2,0,1,2
0,0,0,0,1,9,3,3
0,0,0,0,0,0,0,0
21,29,20,13,29,25,42,60
2,4,2,1,0,1,2,3
0,0,0,0,5,8,3,3
52,47,80,56,27,44,24,7
0,0,0,0,3,2,5,3
40,27,33,28,1,0,3,0
9,5,5,6,16,14,12,7
4,1,5,8,12,15,14,15
35,31,32,75,19,30,30,12
14,18,10,4,0,0,0,0
12,12,5,8,59,60,60,83
0,0,0,0,39,36,56,9
0,0,0,0,2,5,13,4
6,10,11,12,3,2,0,0
17,9,27,7,14,19,12,6
25,30,28,41,0,0,0,0
12,7,15,14,4,5,1,6
11,10,16,7,0,0,0,0
21,22,12,25,14,7,15,21
16,15,15,5,3,5,1,9
0,0,1,2,11,17,8,16
12,9,14,32,4,0,6,0
4,2,2,4,0,0,0,0
83,74,75,71,0,0,0,0
14,8,15,33,18,14,12,58
20,22,14,13,21,21,20,12
2,1,1,0,0,0,0,0
13,6,5,19,6,4,1,1
93,88,95,126,0,0,0,0
46,52,68,47,15,17,8,23
4,12,6,11,66,69,82,62
7,4,11,25,0,0,0,0
55,39,42,17,40,30,53,111
0,0,0,0,0,0,0,0
5,3,4,1,1,6,5,2
1,1,2,1,10,11,8,8
1,0,1,0,1,0,0,0
13,7,9,0,33,26,19,20
7,4,4,9,49,55,44,27
104,85,128,35,29,28,22,20
41,32,31,34,23,37,31,8
2,2,4,3,26,31,25,34
66,74,54,54,13,16,21,6
14,11,12,25,20,22,26,13
20,17,18,39,11,6,15,31
0,0,0,0,8,9,3,2
13,15,15,0,0,0,0,0
2,2,3,5,10,6,6,2
0,0,0,0,11,8,10,1
21,26,24,1,5,5,4,4
0,0,0,0,12,20,21,18
9,14,14,4,5,12,5,2
4,8,7,1,0,1,0,1
6,4,8,2,1,1,0,1
5,8,10,3,24,26,22,41
20,20,21,9,4,2,2,2
7,2,1,3,26,30,23,49
4,5,9,1,4,0,0,2
14,12,11,15,0,0,0,0
2,1,1,2,57,58,27,49
26,21,26,56,5,12,7,1
50,35,35,29,60,44,64,43
4,1,2,3,4,1,0,3
6,1,7,5,29,25,19,28
1,0,0,0,24,33,23,34
0,0,0,0,6,3,5,4
0,0,1,0,10,12,5,13
5,5,5,3,12,20,17,32
13,15,9,1,5,8,4,6
0,0,0,0,3,7,3,6
17,19,15,30,5,5,6,6
2,6,0,1,4,2,1,0
50,52,41,17,2,0,1,4
16,11,6,2,15,21,23,16
30,28,19,24,4,6,6,11
0,0,0,0,3,4,2,2
0,0,0,0,3,5,5,5
6,1,2,3,0,0,0,0
39,34,36,2,0,0,0,0
43,72,45,31,14,26,17,6
26,52,40,68,18,24,25,23
12,12,8,11,4,4,8,5
4,1,3,1,52,66,38,70
0,0,1,1,60,69,55,116
36,38,51,76,4,3,6,0
11,7,9,6,32,37,42,74
23,29,20,11,15,14,5,4
8,11,8,8,8,6,6,4
13,16,20,3,0,0,0,0
0,0,0,0,20,12,16,4
2,2,2,5,0,0,0,0
1,2,1,1,20,6,20,9
60,57,57,26,6,10,16,5
3,0,2,0,15,17,14,9
7,4,8,4,2,0,0,0
1,3,2,2,36,49,56,50
0,0,0,0,1,1,0,0
13,17,26,9,1,6,2,3
21,24,27,35,1,0,2,1
28,33,35,88,24,19,20,6
1,2,3,5,1,1,1,1
47,56,42,16,15,16,9,2
0,0,0,0,4,1,5,1
39,40,36,18,6,5,10,7
6,10,9,3,108,84,97,131
15,6,9,12,0,0,0,0
0,0,0,0,29,43,31,6
19,23,34,2,7,5,9,5
7,14,6,4,16,14,12,2
1,2,6,2,3,6,3,5
1,4,8,2,1,0,0,0
0,0,0,0,1,1,5,10
3,3,4,0,14,9,17,17
1,1,2,0,29,16,24,89
2,6,3,1,6,5,9,17
38,36,26,10,6,5,6,8
41,35,28,5,4,4,4,0
2,1,0,1,32,23,26,32
0,0,0,0,3,7,4,0
5,13,1,16,15,19,23,10
15,16,24,8,21,20,14,13
19,32,24,30,8,6,13,5
85,66,98,150,6,4,3,1
6,4,1,2,23,22,32,13
1,1,0,0,76,89,44,48
15,14,20,5,0,0,0,0
0,0,0,0,20,14,11,11
3,4,3,7,34,37,54,105
1,0,0,0,24,23,28,41
6,4,4,14,29,23,26,33
5,7,6,0,2,5,4,9
1,1,0,0,15,4,18,3
19,13,19,17,22,19,21,3
5,4,8,0,13,10,14,13
0,0,0,0,15,12,21,8
11,9,10,5,10,14,11,18
4,1,3,0,4,6,7,5
61,37,97,55,25,41,41,3
0,0,0,0,118,138,113,3
0,6,3,1,17,18,18,11
18,9,10,10,26,33,15,70
0,0,0,0,17,13,12,7
18,6,8,7,137,156,187,200
23,20,23,0,24,8,14,8
39,34,29,70,14,8,12,29
29,28,16,45,19,14,18,10
10,10,15,7,6,7,7,1
7,7,10,30,7,7,7,19
13,11,5,3,0,0,0,0
13,11,15,6,1,1,1,0
19,19,20,17,21,26,23,9
6,14,9,10,0,2,1,1
8,1,6,5,2,1,0,3
8,13,4,4,0,0,0,0
0,2,1,2,8,7,10,28
0,0,0,0,3,2,1,1
2,1,1,3,21,16,30,38
0,0,0,0,30,24,27,39
40,39,26,46,24,28,31,74
6,14,10,2,5,4,5,7
1,3,6,1,6,3,7,3
1,0,1,1,36,36,39,23
0,0,0,0,17,15,7,9
4,11,9,24,8,9,7,16
0,0,0,0,1,1,1,1
2,4,2,5,9,5,7,10
0,1,1,0,3,1,2,3
0,0,0,0,6,2,6,7
1,0,1,3,8,13,11,4
12,11,7,33,3,8,2,3
2,1,2,1,38,34,17,13
5,4,7,1,1,5,4,4
21,31,13,13,39,28,37,16
0,0,0,0,0,0,0,0
11,8,6,8,6,5,8,2
45,57,37,24,2,0,2,3
0,0,0,0,6,6,7,18
6,7,3,8,3,2,5,5
7,7,14,8,0,0,0,0
65,61,65,95,0,0,0,0
0,1,0,0,3,3,3,6
2,5,4,7,0,0,0,0
1,1,2,1,94,94,98,84
25,27,26,5,4,8,7,5
99,83,125,43,2,2,1,13
8,6,5,6,36,26,22,35
8,5,7,1,31,29,32,35
120,132,115,95,0,0,0,0
21,14,8,10,11,16,17,0
12,14,25,3,22,29,33,53
1,1,0,2,16,15,13,17
8,13,6,2,1,0,0,1
29,35,27,27,3,5,5,7
16,10,33,11,26,26,23,2
21,18,18,19,3,1,1,0
1,2,0,0,0,0,0,0
38,37,42,14,0,0,0,0
28,49,29,10,5,3,4,8
11,10,3,7,19,26,17,18
68,73,51,13,0,0,0,0
1,2,0,3,10,3,6,8
0,0,0,0,8,6,11,9
2,0,2,2,2,7,9,1
2,5,2,4,3,3,2,3
21,14,22,40,92,80,86,43
17,19,10,6,15,6,14,4
7,8,10,26,2,3,2,8
22,19,15,14,21,24,13,64
0,0,0,0,2,0,3,2
91,55,87,108,93,96,97,70
6,8,5,8,6,5,4,5
4,8,3,5,0,0,0,0
34,30,18,25,0,8,7,9
30,32,32,40,9,13,14,32
37,50,42,73,6,4,6,2
1,5,1,2,10,17,18,35
0,0,0,2,3,3,2,2
7,9,6,5,5,7,4,10
0,0,0,0,0,0,0,0
10,10,8,12,28,26,26,3
68,69,59,257,22,22,18,13
8,6,4,10,19,16,18,9
0,0,0,0,3,0,0,1
5,15,5,4,0,0,0,0
0,0,0,0,0,0,0,0
10,14,26,11,4,2,1,0
96,98,80,19,2,6,6,0
0,0,0,0,10,9,6,0
13,19,16,0,22,18,17,7
56,46,53,47,0,0,0,0
3,8,2,5,0,0,0,1
10,11,16,13,13,11,11,6
11,7,13,6,9,12,12,27
0,0,0,0,20,22,21,7
13,22,20,15,2,3,4,2
1,0,1,0,3,1,0,0
0,0,0,1,1,3,2,2
9,6,19,3,4,3,1,2
33,46,41,20,0,0,0,0
71,66,108,47,48,44,73,15
10,14,8,10,0,0,0,0
7,9,4,5,12,10,11,3
5,6,13,5,2,0,2,5
36,68,37,54,21,15,13,4
4,4,3,0,24,20,21,25
22,15,20,14,0,0,0,0
26,25,21,0,28,31,29,2
1,3,7,5,0,0,1,0
1,0,2,0,11,6,6,8
38,32,27,40,7,3,4,2
18,23,19,8,32,41,32,61
0,0,0,0,51,51,37,29
5,6,5,2,48,69,50,41
26,38,22,102,23,26,19,7
26,37,29,22,15,14,9,2
3,7,8,1,0,0,0,0
0,0,0,0,0,0,0,0
7,8,8,8,0,0,0,0
1,0,3,0,11,7,9,0
7,5,6,0,0,0,0,0
0,0,0,0,91,80,85,181
0,0,0,0,14,8,10,19
0,0,0,0,4,2,1,3
7,15,7,9,0,0,0,0
5,3,7,6,20,18,28,22
0,0,0,0,0,0,0,0
23,17,29,2,31,40,28,19
4,4,3,3,7,5,8,2
0,0,0,0,17,27,22,15
10,10,10,6,25,26,17,1
5,7,6,30,0,0,0,0
2,1,1,0,0,0,0,0
1,3,3,1,9,6,7,9
0,1,2,3,15,17,14,10
45,49,48,94,50,35,56,27
2,3,2,0,27,31,22,18
12,19,10,7,0,0,0,0
24,20,22,11,68,76,61,25
0,0,0,0,0,0,0,0
76,65,59,41,0,1,1,3
1,0,2,0,26,28,27,19
9,7,4,63,4,2,5,8
1,7,8,0,12,21,12,6
0,0,0,0,18,13,12,23
1,0,2,0,5,8,14,17
20,33,28,6,0,0,0,0
21,25,6,2,5,6,3,0
2,8,6,14,0,0,0,0
16,41,20,51,1,1,2,6
16,5,18,17,9,7,7,1
37,52,22,36,14,13,16,2
28,27,25,72,11,9,16,8
43,46,47,73,16,17,7,0
5,4,3,2,0,0,0,0
6,2,6,10,0,0,0,0
1,1,1,0,26,43,30,30
8,7,3,1,0,0,0,0
46,34,46,34,17,17,19,54
0,4,5,7,9,16,16,11
16,14,14,5,31,26,32,30
1,0,2,0,44,55,39,106
36,50,27,3,7,12,14,5
0,0,0,0,1,1,2,5
2,3,2,0,2,2,2,0
0,0,1,2,3,6,3,2
6,7,8,5,1,1,2,0
1,5,7,2,0,0,0,0
1,0,0,0,3,4,3,2
5,5,4,16,8,9,12,17
0,0,0,0,35,24,30,1
66,36,65,55,1,1,4,5
41,44,37,26,27,35,28,49
16,16,14,2,53,43,71,4
0,1,2,0,6,7,6,4
13,10,13,10,129,102,124,122
12,3,9,10,0,0,0,0
0,9,3,4,53,48,71,86
18,16,19,8,0,0,0,0
7,15,9,13,49,46,46,23
2,4,6,9,44,58,26,24
8,9,10,3,19,18,12,32
0,0,0,0,24,15,27,5
20,29,28,24,201,184,202,368
2,0,1,0,4,5,2,4
9,8,6,8,7,7,1,10
59,67,58,19,68,56,61,72
31,25,30,34,126,102,131,144
2,3,2,3,0,1,0,1
9,8,8,1,27,13,18,22
0,0,0,0,48,35,44,27
0,3,3,2,27,37,40,29
22,21,40,36,14,8,8,7
0,0,0,0,38,48,45,12
8,6,9,13,3,4,5,1
27,34,32,69,63,52,80,57
36,42,28,12,5,6,7,25
8,3,8,3,23,22,23,22
6,7,13,14,23,28,15,11
27,29,30,14,12,5,7,6
1,0,0,0,22,15,14,14
0,0,0,0,0,0,0,0
4,1,5,0,36,29,40,30
0,0,0,0,5,4,4,3
4,9,5,4,2,0,0,0
4,7,5,7,5,11,11,4
16,17,18,24,14,9,18,33
46,39,48,91,21,16,16,12
5,1,6,3,14,17,10,7
4,9,5,7,43,33,40,66
4,8,3,7,1,1,2,0
12,8,7,12,6,3,4,6
7,16,9,9,0,0,0,0
5,5,3,4,2,2,5,1
34,41,37,19,19,18,29,5
1,1,0,0,13,9,10,12
11,15,11,3,39,29,27,21
21,24,16,54,1,2,3,3
71,87,72,180,0,1,1,3
2,1,1,3,8,12,9,15
30,51,32,29,5,4,4,5
132,131,124,211,111,102,99,109
17,14,18,11,8,13,9,8
4,3,2,1,51,45,44,61
0,0,1,0,56,49,51,74
0,0,1,0,0,0,0,0
11,4,6,12,5,10,10,5
0,0,1,0,21,20,12,12
0,0,0,0,0,2,0,6
24,32,35,26,0,0,0,0
4,2,4,1,38,23,45,11
6,7,6,2,15,7,13,1
39,40,48,13,18,11,14,12
5,4,4,2,5,4,2,13
12,14,13,17,0,0,0,0
5,8,6,16,2,0,1,0
7,3,7,16,41,38,61,36
10,10,7,8,0,0,0,0
9,10,9,15,29,47,25,30
54,52,50,198,11,10,20,11
10,13,21,10,0,0,0,0
1,2,0,0,0,0,0,0
19,21,14,67,3,3,9,4
67,81,69,12,33,28,32,57
13,17,28,23,37,27,37,29
1,1,3,1,14,20,11,2
10,12,11,1,1,2,3,3
0,0,0,0,0,0,0,0
31,42,46,5,13,6,8,12
9,5,4,9,22,25,21,25
1,0,1,1,17,16,13,36
0,0,0,0,0,0,2,0
1,1,1,2,17,35,25,20
3,4,3,2,1,4,2,1
1,4,1,3,4,5,5,1
55,54,52,49,10,15,10,8
3,1,8,8,2,1,2,1
0,0,1,0,4,6,3,5
1,0,1,5,0,0,0,0
14,12,18,4,6,6,4,4
0,1,0,1,24,22,25,14
19,16,13,13,34,43,27,28
12,5,7,2,2,1,2,0
2,2,1,4,3,1,2,4
13,17,12,14,3,7,4,3
30,26,25,15,0,0,0,0
12,8,14,10,12,14,14,9
0,0,0,0,4,3,7,2
0,0,0,0,10,13,8,7
21,30,25,26,29,26,35,22
19,23,23,36,1,1,5,3
42,30,30,57,6,11,15,10
8,5,6,3,4,3,3,0
10,8,10,3,33,24,25,81
0,0,0,0,3,3,1,5
0,0,0,0,8,5,3,4
0,0,0,0,0,3,2,3
16,14,9,24,16,11,14,4
0,0,0,0,24,18,24,7
2,5,2,5,2,1,0,1
0,0,0,0,51,43,41,40
11,10,6,14,8,16,10,17
3,0,1,3,51,49,43,73
15,11,14,24,2,0,0,1
32,32,23,33,1,0,0,2
15,36,26,25,17,12,15,25
0,1,2,0,0,4,4,0
55,83,42,44,1,0,0,0
8,6,11,3,1,0,0,0
2,1,2,3,3,2,2,7
9,10,9,28,0,2,0,0
19,17,21,54,3,4,3,3
36,38,35,10,91,93,80,178
4,4,5,0,2,4,3,5
3,9,12,6,18,15,13,7
12,14,16,5,5,4,6,5
5,13,15,12,2,6,7,1
41,28,27,74,0,0,0,0
59,65,78,27,0,0,0,0
17,24,15,21,76,63,78,99
40,28,27,14,34,44,55,43
5,8,2,10,44,44,57,14
21,25,24,53,5,4,1,4
78,91,95,79,12,9,15,18
1,1,1,0,4,1,0,0
4,3,1,2,39,36,32,12
20,20,22,28,35,35,39,19
11,11,13,2,9,7,2,5
66,68,57,3,0,0,0,0
19,15,19,11,0,0,0,0
3,3,3,1,41,32,35,20
10,12,15,20,0,0,0,0
42,36,47,23,3,1,0,2
0,0,0,0,0,0,0,0
13,9,8,40,2,4,2,2
19,13,13,50,1,0,0,1
9,21,12,3,0,0,0,0
4,9,3,18,3,3,1,8
137,100,144,251,7,10,9,2
31,22,27,24,0,4,3,1
25,29,24,51,47,20,37,28
8,7,5,11,46,36,45,34
12,16,15,4,0,0,0,0
18,13,28,10,54,43,70,21
16,7,20,11,65,47,76,20
30,17,19,22,19,19,10,48
0,0,0,0,6,7,3,3
1,0,0,0,38,50,37,40
0,0,0,0,1,0,2,2
3,3,9,18,0,0,1,0
11,5,7,17,5,5,6,2
1,2,1,1,6,8,6,7
12,18,3,5,0,0,0,0
3,0,5,2,12,10,10,4
0,1,1,1,0,0,0,0
18,18,13,27,21,20,23,16
5,4,2,0,23,30,31,33
47,35,34,4,5,2,5,3
56,68,59,34,42,66,53,47
0,0,0,0,0,3,1,0
7,2,7,3,9,7,7,8
83,102,78,40,0,1,0,3
10,14,18,5,39,30,26,90
0,0,0,2,9,5,7,11
51,54,35,23,9,7,9,6
8,2,7,6,51,51,79,89
19,20,18,26,58,89,43,146
