"rawScores","guideScore","log2_rate_ratio","repl0_fc","chrom","label","start","end"
NA,NA,NA,NA,"chr8","chr",129039093,129039113
NA,NA,NA,NA,"chr8","chr",129039115,129039135
NA,NA,NA,NA,"chr8","chr",129039115,129039135
NA,NA,NA,NA,"chr8","chr",129039125,129039145
NA,NA,NA,NA,"chr8","chr",129039137,129039157
NA,NA,NA,NA,"chr8","chr",129039138,129039158
NA,NA,NA,NA,"chr8","chr",129039153,129039173
NA,NA,NA,NA,"chr8","chr",129039167,129039187
NA,NA,NA,NA,"chr8","chr",129039173,129039193
NA,NA,NA,NA,"chr8","chr",129039174,129039194
NA,NA,NA,NA,"chr8","chr",129039179,129039199
NA,NA,NA,NA,"chr8","chr",129039228,129039248
NA,NA,NA,NA,"chr8","chr",129039232,129039252
NA,NA,NA,NA,"chr8","chr",129039273,129039293
NA,NA,NA,NA,"chr8","chr",129039274,129039294
NA,NA,NA,NA,"chr8","chr",129039290,129039310
NA,NA,NA,NA,"chr8","chr",129039302,129039322
NA,NA,NA,NA,"chr8","chr",129039303,129039323
NA,NA,NA,NA,"chr8","chr",129039304,129039324
NA,NA,NA,NA,"chr8","chr",129039311,129039331
NA,NA,NA,NA,"chr8","chr",129039329,129039349
NA,NA,NA,NA,"chr8","chr",129039330,129039350
NA,NA,NA,NA,"chr8","chr",129039336,129039356
NA,NA,NA,NA,"chr8","chr",129039337,129039357
NA,NA,NA,NA,"chr8","chr",129039342,129039362
NA,NA,NA,NA,"chr8","chr",129039374,129039394
NA,NA,NA,NA,"chr8","chr",129039390,129039410
NA,NA,NA,NA,"chr8","chr",129039405,129039425
NA,NA,NA,NA,"chr8","chr",129039411,129039431
NA,NA,NA,NA,"chr8","chr",129039411,129039431
NA,NA,NA,NA,"chr8","chr",129039412,129039432
NA,NA,NA,NA,"chr8","chr",129039418,129039438
NA,NA,NA,NA,"chr8","chr",129039424,129039444
NA,NA,NA,NA,"chr8","chr",129039425,129039445
NA,NA,NA,NA,"chr8","chr",129039432,129039452
NA,NA,NA,NA,"chr8","chr",129039439,129039459
NA,NA,NA,NA,"chr8","chr",129039440,129039460
NA,NA,NA,NA,"chr8","chr",129039444,129039464
NA,NA,NA,NA,"chr8","chr",129039445,129039465
NA,NA,NA,NA,"chr8","chr",129039449,129039469
NA,NA,NA,NA,"chr8","chr",129039476,129039496
NA,NA,NA,NA,"chr8","chr",129039476,129039496
NA,NA,NA,NA,"chr8","chr",129039479,129039499
NA,NA,NA,NA,"chr8","chr",129039482,129039502
NA,NA,NA,NA,"chr8","chr",129039483,129039503
NA,NA,NA,NA,"chr8","chr",129039484,129039504
NA,NA,NA,NA,"chr8","chr",129039485,129039505
NA,NA,NA,NA,"chr8","chr",129039491,129039511
NA,NA,NA,NA,"chr8","chr",129039496,129039516
NA,NA,NA,NA,"chr8","chr",129039497,129039517
NA,NA,NA,NA,"chr8","chr",129039498,129039518
NA,NA,NA,NA,"chr8","chr",129039505,129039525
NA,NA,NA,NA,"chr8","chr",129039519,129039539
NA,NA,NA,NA,"chr8","chr",129039520,129039540
NA,NA,NA,NA,"chr8","chr",129039521,129039541
NA,NA,NA,NA,"chr8","chr",129039522,129039542
NA,NA,NA,NA,"chr8","chr",129039534,129039554
NA,NA,NA,NA,"chr8","chr",129039551,129039571
NA,NA,NA,NA,"chr8","chr",129039558,129039578
NA,NA,NA,NA,"chr8","chr",129039565,129039585
NA,NA,NA,NA,"chr8","chr",129039578,129039598
NA,NA,NA,NA,"chr8","chr",129039579,129039599
NA,NA,NA,NA,"chr8","chr",129039583,129039603
NA,NA,NA,NA,"chr8","chr",129039586,129039606
NA,NA,NA,NA,"chr8","chr",129039593,129039613
NA,NA,NA,NA,"chr8","chr",129039598,129039618
NA,NA,NA,NA,"chr8","chr",129039599,129039619
NA,NA,NA,NA,"chr8","chr",129039600,129039620
NA,NA,NA,NA,"chr8","chr",129039601,129039621
NA,NA,NA,NA,"chr8","chr",129039604,129039624
NA,NA,NA,NA,"chr8","chr",129039605,129039625
NA,NA,NA,NA,"chr8","chr",129039617,129039637
NA,NA,NA,NA,"chr8","chr",129039618,129039638
NA,NA,NA,NA,"chr8","chr",129039623,129039643
NA,NA,NA,NA,"chr8","chr",129039624,129039644
NA,NA,NA,NA,"chr8","chr",129039631,129039651
NA,NA,NA,NA,"chr8","chr",129039632,129039652
NA,NA,NA,NA,"chr8","chr",129039635,129039655
NA,NA,NA,NA,"chr8","chr",129039636,129039656
NA,NA,NA,NA,"chr8","chr",129039637,129039657
NA,NA,NA,NA,"chr8","chr",129039657,129039677
NA,NA,NA,NA,"chr8","chr",129039658,129039678
NA,NA,NA,NA,"chr8","chr",129039671,129039691
NA,NA,NA,NA,"chr8","chr",129039678,129039698
NA,NA,NA,NA,"chr8","chr",129039687,129039707
NA,NA,NA,NA,"chr8","chr",129039688,129039708
NA,NA,NA,NA,"chr8","chr",129039688,129039708
NA,NA,NA,NA,"NA","neg",NA,NA
NA,NA,NA,NA,"chr8","chr",129039694,129039714
NA,NA,NA,NA,"chr8","chr",129039698,129039718
NA,NA,NA,NA,"chr8","chr",129039699,129039719
NA,NA,NA,NA,"chr8","chr",129039701,129039721
NA,NA,NA,NA,"chr8","chr",129039722,129039742
NA,NA,NA,NA,"chr8","chr",129039727,129039747
NA,NA,NA,NA,"chr8","chr",129039733,129039753
NA,NA,NA,NA,"chr8","chr",129039734,129039754
NA,NA,NA,NA,"chr8","chr",129039742,129039762
NA,NA,NA,NA,"chr8","chr",129039748,129039768
NA,NA,NA,NA,"chr8","chr",129039749,129039769
NA,NA,NA,NA,"chr8","chr",129039750,129039770
NA,NA,NA,NA,"chr8","chr",129039763,129039783
NA,NA,NA,NA,"chr8","chr",129039782,129039802
NA,NA,NA,NA,"chr8","chr",129039788,129039808
NA,NA,NA,NA,"chr8","chr",129039797,129039817
NA,NA,NA,NA,"chr8","chr",129039798,129039818
NA,NA,NA,NA,"NA","neg",NA,NA
NA,NA,NA,NA,"chr8","chr",129039799,129039819
NA,NA,NA,NA,"chr8","chr",129039807,129039827
NA,NA,NA,NA,"chr8","chr",129039819,129039839
NA,NA,NA,NA,"chr8","chr",129039827,129039847
NA,NA,NA,NA,"chr8","chr",129039828,129039848
NA,NA,NA,NA,"chr8","chr",129039871,129039891
NA,NA,NA,NA,"chr8","chr",129039873,129039893
NA,NA,NA,NA,"chr8","chr",129039874,129039894
NA,NA,NA,NA,"chr8","chr",129039883,129039903
NA,NA,NA,NA,"chr8","chr",129039889,129039909
NA,NA,NA,NA,"chr8","chr",129039890,129039910
NA,NA,NA,NA,"chr8","chr",129039893,129039913
NA,NA,NA,NA,"chr8","chr",129039894,129039914
NA,NA,NA,NA,"chr8","chr",129039896,129039916
NA,NA,NA,NA,"chr8","chr",129039906,129039926
NA,NA,NA,NA,"chr8","chr",129039909,129039929
NA,NA,NA,NA,"chr8","chr",129039910,129039930
NA,NA,NA,NA,"chr8","chr",129039911,129039931
NA,NA,NA,NA,"chr8","chr",129039917,129039937
NA,NA,NA,NA,"chr8","chr",129039921,129039941
NA,NA,NA,NA,"chr8","chr",129039922,129039942
NA,NA,NA,NA,"chr8","chr",129039923,129039943
NA,NA,NA,NA,"chr8","chr",129039924,129039944
NA,NA,NA,NA,"chr8","chr",129039929,129039949
NA,NA,NA,NA,"chr8","chr",129039937,129039957
NA,NA,NA,NA,"chr8","chr",129039937,129039957
NA,NA,NA,NA,"chr8","chr",129039949,129039969
NA,NA,NA,NA,"chr8","chr",129039949,129039969
NA,NA,NA,NA,"chr8","chr",129039950,129039970
NA,NA,NA,NA,"chr8","chr",129039963,129039983
NA,NA,NA,NA,"chr8","chr",129039964,129039984
NA,NA,NA,NA,"chr8","chr",129039965,129039985
NA,NA,NA,NA,"chr8","chr",129039966,129039986
NA,NA,NA,NA,"chr8","chr",129039972,129039992
NA,NA,NA,NA,"chr8","chr",129039979,129039999
NA,NA,NA,NA,"chr8","chr",129040000,129040020
NA,NA,NA,NA,"chr8","chr",129040008,129040028
NA,NA,NA,NA,"chr8","chr",129040054,129040074
NA,NA,NA,NA,"chr8","chr",129040055,129040075
NA,NA,NA,NA,"chr8","chr",129040063,129040083
NA,NA,NA,NA,"chr8","chr",129040076,129040096
NA,NA,NA,NA,"chr8","chr",129040082,129040102
NA,NA,NA,NA,"chr8","chr",129040083,129040103
NA,NA,NA,NA,"chr8","chr",129040096,129040116
NA,NA,NA,NA,"chr8","chr",129040097,129040117
NA,NA,NA,NA,"chr8","chr",129040113,129040133
NA,NA,NA,NA,"chr8","chr",129040123,129040143
NA,NA,NA,NA,"chr8","chr",129040129,129040149
NA,NA,NA,NA,"chr8","chr",129040133,129040153
NA,NA,NA,NA,"chr8","chr",129040148,129040168
NA,NA,NA,NA,"chr8","chr",129040149,129040169
NA,NA,NA,NA,"chr8","chr",129040155,129040175
NA,NA,NA,NA,"chr8","chr",129040162,129040182
NA,NA,NA,NA,"chr8","chr",129040163,129040183
NA,NA,NA,NA,"chr8","chr",129040173,129040193
NA,NA,NA,NA,"chr8","chr",129040180,129040200
NA,NA,NA,NA,"chr8","chr",129040181,129040201
NA,NA,NA,NA,"chr8","chr",129040188,129040208
NA,NA,NA,NA,"chr8","chr",129040189,129040209
NA,NA,NA,NA,"chr8","chr",129040190,129040210
NA,NA,NA,NA,"chr8","chr",129040191,129040211
NA,NA,NA,NA,"chr8","chr",129040194,129040214
NA,NA,NA,NA,"chr8","chr",129040200,129040220
NA,NA,NA,NA,"chr8","chr",129040207,129040227
NA,NA,NA,NA,"chr8","chr",129040208,129040228
NA,NA,NA,NA,"chr8","chr",129040209,129040229
NA,NA,NA,NA,"chr8","chr",129040212,129040232
NA,NA,NA,NA,"chr8","chr",129040229,129040249
NA,NA,NA,NA,"chr8","chr",129040230,129040250
NA,NA,NA,NA,"chr8","chr",129040236,129040256
NA,NA,NA,NA,"chr8","chr",129040245,129040265
NA,NA,NA,NA,"chr8","chr",129040257,129040277
NA,NA,NA,NA,"chr8","chr",129040258,129040278
NA,NA,NA,NA,"chr8","chr",129040267,129040287
NA,NA,NA,NA,"chr8","chr",129040283,129040303
NA,NA,NA,NA,"chr8","chr",129040284,129040304
NA,NA,NA,NA,"chr8","chr",129040299,129040319
NA,NA,NA,NA,"chr8","chr",129040303,129040323
NA,NA,NA,NA,"chr8","chr",129040308,129040328
NA,NA,NA,NA,"chr8","chr",129040312,129040332
NA,NA,NA,NA,"chr8","chr",129040321,129040341
NA,NA,NA,NA,"chr8","chr",129040325,129040345
NA,NA,NA,NA,"chr8","chr",129040326,129040346
NA,NA,NA,NA,"chr8","chr",129040334,129040354
NA,NA,NA,NA,"chr8","chr",129040337,129040357
NA,NA,NA,NA,"chr8","chr",129040339,129040359
NA,NA,NA,NA,"chr8","chr",129040349,129040369
NA,NA,NA,NA,"chr8","chr",129040352,129040372
NA,NA,NA,NA,"chr8","chr",129040357,129040377
NA,NA,NA,NA,"chr8","chr",129040365,129040385
NA,NA,NA,NA,"chr8","chr",129040369,129040389
NA,NA,NA,NA,"NA","neg",NA,NA
NA,NA,NA,NA,"chr8","chr",129040385,129040405
NA,NA,NA,NA,"chr8","chr",129040386,129040406
NA,NA,NA,NA,"chr8","chr",129040387,129040407
NA,NA,NA,NA,"chr8","chr",129040391,129040411
NA,NA,NA,NA,"chr8","chr",129040399,129040419
NA,NA,NA,NA,"chr8","chr",129040406,129040426
NA,NA,NA,NA,"chr8","chr",129040415,129040435
NA,NA,NA,NA,"chr8","chr",129040415,129040435
NA,NA,NA,NA,"chr8","chr",129040428,129040448
NA,NA,NA,NA,"chr8","chr",129040430,129040450
NA,NA,NA,NA,"chr8","chr",129040432,129040452
NA,NA,NA,NA,"chr8","chr",129040434,129040454
NA,NA,NA,NA,"chr8","chr",129040435,129040455
NA,NA,NA,NA,"chr8","chr",129040441,129040461
NA,NA,NA,NA,"chr8","chr",129040441,129040461
NA,NA,NA,NA,"chr8","chr",129040442,129040462
NA,NA,NA,NA,"chr8","chr",129040447,129040467
NA,NA,NA,NA,"chr8","chr",129040469,129040489
NA,NA,NA,NA,"chr8","chr",129040477,129040497
NA,NA,NA,NA,"chr8","chr",129040484,129040504
NA,NA,NA,NA,"chr8","chr",129040491,129040511
NA,NA,NA,NA,"chr8","chr",129040491,129040511
NA,NA,NA,NA,"chr8","chr",129040494,129040514
NA,NA,NA,NA,"chr8","chr",129040505,129040525
NA,NA,NA,NA,"chr8","chr",129040512,129040532
NA,NA,NA,NA,"chr8","chr",129040515,129040535
NA,NA,NA,NA,"chr8","chr",129040516,129040536
NA,NA,NA,NA,"chr8","chr",129040517,129040537
NA,NA,NA,NA,"chr8","chr",129040522,129040542
NA,NA,NA,NA,"chr8","chr",129040523,129040543
NA,NA,NA,NA,"chr8","chr",129040529,129040549
NA,NA,NA,NA,"chr8","chr",129040531,129040551
NA,NA,NA,NA,"chr8","chr",129040544,129040564
NA,NA,NA,NA,"chr8","chr",129040548,129040568
NA,NA,NA,NA,"chr8","chr",129040552,129040572
NA,NA,NA,NA,"chr8","chr",129040553,129040573
NA,NA,NA,NA,"chr8","chr",129040554,129040574
NA,NA,NA,NA,"chr8","chr",129040564,129040584
NA,NA,NA,NA,"chr8","chr",129040567,129040587
NA,NA,NA,NA,"chr8","chr",129040568,129040588
NA,NA,NA,NA,"chr8","chr",129040575,129040595
NA,NA,NA,NA,"chr8","chr",129040579,129040599
NA,NA,NA,NA,"chr8","chr",129040580,129040600
NA,NA,NA,NA,"chr8","chr",129040581,129040601
NA,NA,NA,NA,"NA","neg",NA,NA
NA,NA,NA,NA,"chr8","chr",129040612,129040632
NA,NA,NA,NA,"chr8","chr",129040612,129040632
NA,NA,NA,NA,"chr8","chr",129040613,129040633
NA,NA,NA,NA,"chr8","chr",129040619,129040639
NA,NA,NA,NA,"chr8","chr",129040620,129040640
NA,NA,NA,NA,"chr8","chr",129040632,129040652
NA,NA,NA,NA,"chr8","chr",129040633,129040653
NA,NA,NA,NA,"chr8","chr",129040640,129040660
NA,NA,NA,NA,"chr8","chr",129040641,129040661
NA,NA,NA,NA,"chr8","chr",129040642,129040662
NA,NA,NA,NA,"chr8","chr",129040649,129040669
NA,NA,NA,NA,"chr8","chr",129040653,129040673
NA,NA,NA,NA,"chr8","chr",129040660,129040680
NA,NA,NA,NA,"chr8","chr",129040661,129040681
NA,NA,NA,NA,"chr8","chr",129040674,129040694
NA,NA,NA,NA,"chr8","chr",129040686,129040706
NA,NA,NA,NA,"chr8","chr",129040687,129040707
NA,NA,NA,NA,"chr8","chr",129040694,129040714
NA,NA,NA,NA,"chr8","chr",129040694,129040714
NA,NA,NA,NA,"chr8","chr",129040701,129040721
NA,NA,NA,NA,"chr8","chr",129040711,129040731
NA,NA,NA,NA,"chr8","chr",129040715,129040735
NA,NA,NA,NA,"chr8","chr",129040716,129040736
NA,NA,NA,NA,"chr8","chr",129040732,129040752
NA,NA,NA,NA,"chr8","chr",129040733,129040753
NA,NA,NA,NA,"chr8","chr",129040738,129040758
NA,NA,NA,NA,"chr8","chr",129040742,129040762
NA,NA,NA,NA,"chr8","chr",129040747,129040767
NA,NA,NA,NA,"chr8","chr",129040748,129040768
NA,NA,NA,NA,"chr8","chr",129040759,129040779
NA,NA,NA,NA,"chr8","chr",129040767,129040787
NA,NA,NA,NA,"chr8","chr",129040773,129040793
NA,NA,NA,NA,"chr8","chr",129040818,129040838
NA,NA,NA,NA,"chr8","chr",129040819,129040839
NA,NA,NA,NA,"chr8","chr",129040819,129040839
NA,NA,NA,NA,"chr8","chr",129040829,129040849
NA,NA,NA,NA,"chr8","chr",129040846,129040866
NA,NA,NA,NA,"chr8","chr",129040886,129040906
NA,NA,NA,NA,"chr8","chr",129040897,129040917
NA,NA,NA,NA,"chr8","chr",129040898,129040918
NA,NA,NA,NA,"chr8","chr",129040899,129040919
NA,NA,NA,NA,"chr8","chr",129040900,129040920
NA,NA,NA,NA,"chr8","chr",129040908,129040928
NA,NA,NA,NA,"chr8","chr",129040914,129040934
NA,NA,NA,NA,"chr8","chr",129040945,129040965
NA,NA,NA,NA,"chr8","chr",129040953,129040973
NA,NA,NA,NA,"chr8","chr",129040954,129040974
NA,NA,NA,NA,"chr8","chr",129040955,129040975
NA,NA,NA,NA,"chr8","chr",129040973,129040993
NA,NA,NA,NA,"chr8","chr",129040974,129040994
NA,NA,NA,NA,"chr8","chr",129040975,129040995
NA,NA,NA,NA,"chr8","chr",129040976,129040996
NA,NA,NA,NA,"chr8","chr",129040998,129041018
NA,NA,NA,NA,"chr8","chr",129041006,129041026
NA,NA,NA,NA,"NA","neg",NA,NA
NA,NA,NA,NA,"chr8","chr",129041033,129041053
NA,NA,NA,NA,"chr8","chr",129041034,129041054
NA,NA,NA,NA,"chr8","chr",129041338,129041358
NA,NA,NA,NA,"chr8","chr",129041339,129041359
NA,NA,NA,NA,"chr8","chr",129041345,129041365
NA,NA,NA,NA,"chr8","chr",129041348,129041368
NA,NA,NA,NA,"chr8","chr",129041349,129041369
NA,NA,NA,NA,"chr8","chr",129041360,129041380
NA,NA,NA,NA,"chr8","chr",129041364,129041384
NA,NA,NA,NA,"chr8","chr",129041669,129041689
NA,NA,NA,NA,"chr8","chr",129041748,129041768
NA,NA,NA,NA,"chr8","chr",129041749,129041769
NA,NA,NA,NA,"chr8","chr",129041754,129041774
NA,NA,NA,NA,"chr8","chr",129042055,129042075
NA,NA,NA,NA,"chr8","chr",129042056,129042076
NA,NA,NA,NA,"chr8","chr",129042247,129042267
NA,NA,NA,NA,"chr8","chr",129042384,129042404
NA,NA,NA,NA,"chr8","chr",129042393,129042413
NA,NA,NA,NA,"chr8","chr",129042397,129042417
NA,NA,NA,NA,"chr8","chr",129042441,129042461
NA,NA,NA,NA,"chr8","chr",129042473,129042493
NA,NA,NA,NA,"chr8","chr",129042513,129042533
NA,NA,NA,NA,"chr8","chr",129042603,129042623
NA,NA,NA,NA,"chr8","chr",129042622,129042642
NA,NA,NA,NA,"chr8","chr",129042637,129042657
NA,NA,NA,NA,"chr8","chr",129042711,129042731
NA,NA,NA,NA,"chr8","chr",129042742,129042762
NA,NA,NA,NA,"chr8","chr",129042789,129042809
NA,NA,NA,NA,"chr8","chr",129042794,129042814
NA,NA,NA,NA,"chr8","chr",129042817,129042837
NA,NA,NA,NA,"chr8","chr",129042818,129042838
NA,NA,NA,NA,"chr8","chr",129042822,129042842
NA,NA,NA,NA,"chr8","chr",129042827,129042847
NA,NA,NA,NA,"chr8","chr",129042829,129042849
NA,NA,NA,NA,"chr8","chr",129042877,129042897
NA,NA,NA,NA,"chr8","chr",129042878,129042898
NA,NA,NA,NA,"chr8","chr",129042912,129042932
NA,NA,NA,NA,"chr8","chr",129042927,129042947
NA,NA,NA,NA,"chr8","chr",129042930,129042950
NA,NA,NA,NA,"chr8","chr",129042931,129042951
NA,NA,NA,NA,"chr8","chr",129042932,129042952
NA,NA,NA,NA,"chr8","chr",129042942,129042962
NA,NA,NA,NA,"chr8","chr",129042964,129042984
NA,NA,NA,NA,"chr8","chr",129043037,129043057
NA,NA,NA,NA,"chr8","chr",129043055,129043075
NA,NA,NA,NA,"chr8","chr",129043063,129043083
NA,NA,NA,NA,"chr8","chr",129043066,129043086
NA,NA,NA,NA,"chr8","chr",129043072,129043092
NA,NA,NA,NA,"chr8","chr",129043083,129043103
NA,NA,NA,NA,"chr8","chr",129043084,129043104
NA,NA,NA,NA,"chr8","chr",129043085,129043105
NA,NA,NA,NA,"chr8","chr",129043093,129043113
NA,NA,NA,NA,"chr8","chr",129043099,129043119
NA,NA,NA,NA,"chr8","chr",129043129,129043149
NA,NA,NA,NA,"chr8","chr",129043130,129043150
NA,NA,NA,NA,"chr8","chr",129043131,129043151
NA,NA,NA,NA,"chr8","chr",129043135,129043155
NA,NA,NA,NA,"chr8","chr",129043141,129043161
NA,NA,NA,NA,"chr8","chr",129043145,129043165
NA,NA,NA,NA,"chr8","chr",129043159,129043179
NA,NA,NA,NA,"chr8","chr",129043166,129043186
NA,NA,NA,NA,"chr8","chr",129043167,129043187
NA,NA,NA,NA,"chr8","chr",129043182,129043202
NA,NA,NA,NA,"chr8","chr",129043199,129043219
NA,NA,NA,NA,"chr8","chr",129043203,129043223
NA,NA,NA,NA,"chr8","chr",129043221,129043241
NA,NA,NA,NA,"chr8","chr",129043222,129043242
NA,NA,NA,NA,"chr8","chr",129043225,129043245
NA,NA,NA,NA,"chr8","chr",129043226,129043246
NA,NA,NA,NA,"chr8","chr",129043255,129043275
NA,NA,NA,NA,"chr8","chr",129043265,129043285
NA,NA,NA,NA,"chr8","chr",129043266,129043286
NA,NA,NA,NA,"chr8","chr",129043270,129043290
NA,NA,NA,NA,"chr8","chr",129043286,129043306
NA,NA,NA,NA,"chr8","chr",129043292,129043312
NA,NA,NA,NA,"chr8","chr",129043296,129043316
NA,NA,NA,NA,"NA","neg",NA,NA
NA,NA,NA,NA,"chr8","chr",129043300,129043320
NA,NA,NA,NA,"chr8","chr",129043307,129043327
NA,NA,NA,NA,"chr8","chr",129043321,129043341
NA,NA,NA,NA,"chr8","chr",129043322,129043342
NA,NA,NA,NA,"chr8","chr",129043323,129043343
NA,NA,NA,NA,"chr8","chr",129043327,129043347
NA,NA,NA,NA,"chr8","chr",129043334,129043354
NA,NA,NA,NA,"chr8","chr",129043336,129043356
NA,NA,NA,NA,"chr8","chr",129043347,129043367
NA,NA,NA,NA,"chr8","chr",129043357,129043377
NA,NA,NA,NA,"chr8","chr",129043360,129043380
NA,NA,NA,NA,"chr8","chr",129043362,129043382
NA,NA,NA,NA,"chr8","chr",129043366,129043386
NA,NA,NA,NA,"chr8","chr",129043367,129043387
NA,NA,NA,NA,"chr8","chr",129043368,129043388
NA,NA,NA,NA,"chr8","chr",129043382,129043402
NA,NA,NA,NA,"chr8","chr",129043387,129043407
NA,NA,NA,NA,"chr8","chr",129043392,129043412
NA,NA,NA,NA,"chr8","chr",129043395,129043415
NA,NA,NA,NA,"chr8","chr",129043399,129043419
NA,NA,NA,NA,"chr8","chr",129043400,129043420
NA,NA,NA,NA,"chr8","chr",129043403,129043423
NA,NA,NA,NA,"chr8","chr",129043422,129043442
NA,NA,NA,NA,"chr8","chr",129043423,129043443
NA,NA,NA,NA,"chr8","chr",129043428,129043448
NA,NA,NA,NA,"chr8","chr",129043431,129043451
NA,NA,NA,NA,"chr8","chr",129043431,129043451
NA,NA,NA,NA,"chr8","chr",129043434,129043454
NA,NA,NA,NA,"chr8","chr",129043435,129043455
NA,NA,NA,NA,"chr8","chr",129043443,129043463
NA,NA,NA,NA,"chr8","chr",129043444,129043464
NA,NA,NA,NA,"chr8","chr",129043467,129043487
NA,NA,NA,NA,"chr8","chr",129043478,129043498
NA,NA,NA,NA,"chr8","chr",129043486,129043506
NA,NA,NA,NA,"chr8","chr",129043487,129043507
NA,NA,NA,NA,"chr8","chr",129043517,129043537
NA,NA,NA,NA,"chr8","chr",129043518,129043538
NA,NA,NA,NA,"chr8","chr",129043518,129043538
NA,NA,NA,NA,"chr8","chr",129043519,129043539
NA,NA,NA,NA,"chr8","chr",129043527,129043547
NA,NA,NA,NA,"chr8","chr",129043536,129043556
NA,NA,NA,NA,"chr8","chr",129043537,129043557
NA,NA,NA,NA,"chr8","chr",129043537,129043557
NA,NA,NA,NA,"chr8","chr",129043538,129043558
NA,NA,NA,NA,"chr8","chr",129043538,129043558
NA,NA,NA,NA,"chr8","chr",129043552,129043572
NA,NA,NA,NA,"chr8","chr",129043553,129043573
NA,NA,NA,NA,"chr8","chr",129043595,129043615
NA,NA,NA,NA,"chr8","chr",129043606,129043626
NA,NA,NA,NA,"chr8","chr",129043607,129043627
NA,NA,NA,NA,"chr8","chr",129043615,129043635
NA,NA,NA,NA,"chr8","chr",129043616,129043636
NA,NA,NA,NA,"chr8","chr",129043627,129043647
NA,NA,NA,NA,"chr8","chr",129043643,129043663
NA,NA,NA,NA,"chr8","chr",129043649,129043669
NA,NA,NA,NA,"chr8","chr",129043650,129043670
NA,NA,NA,NA,"chr8","chr",129043650,129043670
NA,NA,NA,NA,"chr8","chr",129043671,129043691
NA,NA,NA,NA,"chr8","chr",129043672,129043692
NA,NA,NA,NA,"chr8","chr",129043677,129043697
NA,NA,NA,NA,"chr8","chr",129043698,129043718
NA,NA,NA,NA,"chr8","chr",129043699,129043719
NA,NA,NA,NA,"chr8","chr",129043699,129043719
NA,NA,NA,NA,"chr8","chr",129043700,129043720
NA,NA,NA,NA,"chr8","chr",129043707,129043727
NA,NA,NA,NA,"chr8","chr",129043709,129043729
NA,NA,NA,NA,"chr8","chr",129043720,129043740
NA,NA,NA,NA,"chr8","chr",129043726,129043746
NA,NA,NA,NA,"chr8","chr",129043727,129043747
NA,NA,NA,NA,"chr8","chr",129043728,129043748
NA,NA,NA,NA,"chr8","chr",129043732,129043752
NA,NA,NA,NA,"chr8","chr",129043745,129043765
NA,NA,NA,NA,"chr8","chr",129043753,129043773
NA,NA,NA,NA,"chr8","chr",129043770,129043790
NA,NA,NA,NA,"chr8","chr",129043881,129043901
NA,NA,NA,NA,"chr8","chr",129043978,129043998
NA,NA,NA,NA,"chr8","chr",129043982,129044002
NA,NA,NA,NA,"chr8","chr",129044079,129044099
NA,NA,NA,NA,"chr8","chr",129044092,129044112
NA,NA,NA,NA,"chr8","chr",129044093,129044113
NA,NA,NA,NA,"chr8","chr",129044094,129044114
NA,NA,NA,NA,"chr8","chr",129044100,129044120
NA,NA,NA,NA,"chr8","chr",129044101,129044121
NA,NA,NA,NA,"chr8","chr",129044113,129044133
NA,NA,NA,NA,"chr8","chr",129044114,129044134
NA,NA,NA,NA,"chr8","chr",129044114,129044134
NA,NA,NA,NA,"chr8","chr",129044141,129044161
NA,NA,NA,NA,"chr8","chr",129044151,129044171
NA,NA,NA,NA,"chr8","chr",129044152,129044172
NA,NA,NA,NA,"chr8","chr",129044162,129044182
NA,NA,NA,NA,"chr8","chr",129044163,129044183
NA,NA,NA,NA,"chr8","chr",129044164,129044184
NA,NA,NA,NA,"chr8","chr",129044165,129044185
NA,NA,NA,NA,"chr8","chr",129044170,129044190
NA,NA,NA,NA,"chr8","chr",129044212,129044232
NA,NA,NA,NA,"chr8","chr",129044227,129044247
NA,NA,NA,NA,"chr8","chr",129044230,129044250
NA,NA,NA,NA,"chr8","chr",129044233,129044253
NA,NA,NA,NA,"chr8","chr",129044275,129044295
NA,NA,NA,NA,"chr8","chr",129044276,129044296
NA,NA,NA,NA,"chr8","chr",129044320,129044340
NA,NA,NA,NA,"chr8","chr",129044329,129044349
NA,NA,NA,NA,"chr8","chr",129044332,129044352
NA,NA,NA,NA,"chr8","chr",129044335,129044355
NA,NA,NA,NA,"chr8","chr",129044337,129044357
NA,NA,NA,NA,"chr8","chr",129044349,129044369
NA,NA,NA,NA,"chr8","chr",129044375,129044395
NA,NA,NA,NA,"chr8","chr",129044376,129044396
NA,NA,NA,NA,"chr8","chr",129044376,129044396
NA,NA,NA,NA,"chr8","chr",129044384,129044404
NA,NA,NA,NA,"chr8","chr",129044389,129044409
NA,NA,NA,NA,"chr8","chr",129044400,129044420
NA,NA,NA,NA,"chr8","chr",129044403,129044423
NA,NA,NA,NA,"chr8","chr",129044409,129044429
NA,NA,NA,NA,"chr8","chr",129044410,129044430
NA,NA,NA,NA,"chr8","chr",129044414,129044434
NA,NA,NA,NA,"chr8","chr",129044430,129044450
NA,NA,NA,NA,"chr8","chr",129044440,129044460
NA,NA,NA,NA,"chr8","chr",129044440,129044460
NA,NA,NA,NA,"NA","neg",NA,NA
NA,NA,NA,NA,"chr8","chr",129044451,129044471
NA,NA,NA,NA,"chr8","chr",129044483,129044503
NA,NA,NA,NA,"chr8","chr",129044484,129044504
NA,NA,NA,NA,"chr8","chr",129044484,129044504
